ImageNumber,Image_FileName_OrigER,Image_FileName_OrigHoechst,Image_FileName_OrigMito,Image_FileName_OrigPh_golgi,Image_FileName_OrigSyto,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_BROAD_ID,Image_Metadata_CPD_MMOL_CONC,Image_Metadata_CPD_PLATE_MAP_NAME,Image_Metadata_CPD_SMILES,Image_Metadata_CPD_WELL_POSITION,Image_Metadata_PlateID,Image_Metadata_SOURCE_COMPOUND_NAME,Image_Metadata_SOURCE_NAME,Image_Metadata_Site,Image_Metadata_Time,Image_PathName_OrigER,Image_PathName_OrigHoechst,Image_PathName_OrigMito,Image_PathName_OrigPh_golgi,Image_PathName_OrigSyto
37,IXMtest_A05_s1_w271A0C8D6-C403-4611-84A3-23065DA74DD9.tif,IXMtest_A05_s1_w1B60A237D-AC88-48EE-B759-7B6B0795E975.tif,IXMtest_A05_s1_w5C4BD7B7C-5C26-47EC-8414-6455242FBA9B.tif,IXMtest_A05_s1_w445C828AF-B6A9-4D07-A64D-4CC2060DFE82.tif,IXMtest_A05_s1_w34C2CF00B-F2B8-40D0-B0EC-2A1463B08C09.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
38,IXMtest_A05_s2_w21E2A8FC2-3D94-4F0B-8EB9-6CD019EBBA62.tif,IXMtest_A05_s2_w122CA072D-10D8-4177-AA22-8440DA832D60.tif,IXMtest_A05_s2_w51DFB341C-E7CC-4DC0-BD86-6E29D716C496.tif,IXMtest_A05_s2_w4B79AE27D-3CAA-458A-A9B8-A3872620FD28.tif,IXMtest_A05_s2_w37D9071BD-E72B-4B19-8BEC-0608B88C0597.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
39,IXMtest_A05_s3_w2CA5E3F3F-1551-4885-9A0B-85FE63D9302D.tif,IXMtest_A05_s3_w103CFE315-BAF0-47D3-BB5A-8FBA70E0D201.tif,IXMtest_A05_s3_w59E2ED2F7-47CE-4338-939A-8C798DFCA280.tif,IXMtest_A05_s3_w465FCDBA6-3C99-4388-97F0-93AAC4938FB4.tif,IXMtest_A05_s3_w321A629C9-D0CE-460C-878D-64CAC709A1B2.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
40,IXMtest_A05_s4_w20483E85B-23FC-4742-B655-FC631A16DD99.tif,IXMtest_A05_s4_w1BA69DF2A-5F16-4172-91A6-276A2B289732.tif,IXMtest_A05_s4_w5A19CBB97-8FE5-4014-94BE-B9E9B8C809AC.tif,IXMtest_A05_s4_w4820F3B83-6E46-41FC-8898-1323CFF1AA1C.tif,IXMtest_A05_s4_w3B5D8416F-DB5F-4861-B7CA-9E5C8DECBE9B.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
41,IXMtest_A05_s5_w23AF79643-E170-431F-927D-2B654D8F1992.tif,IXMtest_A05_s5_w1CB13B522-65FD-43A7-B575-3B0BCC2663F9.tif,IXMtest_A05_s5_w53D47CAF0-2EBB-4A84-92D5-542E00FD36CC.tif,IXMtest_A05_s5_w48E3CF753-3101-4362-B412-7FC483444C66.tif,IXMtest_A05_s5_w3BEE8F124-5033-4348-8FB7-2AD7A2186385.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
42,IXMtest_A05_s6_w28D1B5817-ECAE-4BE9-8A9F-D3DE28F69C5B.tif,IXMtest_A05_s6_w15A700C00-5167-4B9E-8850-C382A21D025C.tif,IXMtest_A05_s6_w5D145A6D7-0EDA-4A98-BA41-EFF3173A14DE.tif,IXMtest_A05_s6_w4E77902CA-B125-48ED-B8C0-8856125EC557.tif,IXMtest_A05_s6_w3BF1C7EA4-26D6-476A-B6AF-7282833AAEB9.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
43,IXMtest_A05_s7_w21B3F8D8A-59B1-4F4C-81CB-7329C6CF18DA.tif,IXMtest_A05_s7_w177E5EF3E-63EA-4AF6-AF7C-06E300531BF1.tif,IXMtest_A05_s7_w5C06D1446-C653-4D7E-8866-3F37AC36879C.tif,IXMtest_A05_s7_w4523DBE37-37F4-4F01-826B-3CA793E2ED22.tif,IXMtest_A05_s7_w3CA93A2BF-A41E-4600-954B-776AABB18BBE.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
44,IXMtest_A05_s8_w2B3038F45-217B-42E0-A0BB-2F16CEDD0D44.tif,IXMtest_A05_s8_w15E61DB6F-A4A0-478A-8E02-9A1544B1C824.tif,IXMtest_A05_s8_w5EB554213-118B-4CDC-A8EC-3F08BF5AE496.tif,IXMtest_A05_s8_w40D1B7DC8-EAE7-46E4-B2D2-8AF9CCB071AA.tif,IXMtest_A05_s8_w365A13368-75CD-417E-9D4E-49861793534E.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
45,IXMtest_A05_s9_w26FB9F810-4DB9-4DE6-B7D9-7EA991499C30.tif,IXMtest_A05_s9_w19628FE4D-0E4F-4167-A068-5A04FDB8D8E9.tif,IXMtest_A05_s9_w58B15E11E-9947-455A-A931-34099F5F0380.tif,IXMtest_A05_s9_w462980A94-0852-41B2-A129-02E7815B289F.tif,IXMtest_A05_s9_w39D10B5CA-25FE-4ED8-80AF-552BD0343CD1.tif,compound,BRD-K61250553-001-02-9,5.240677924,H-BIOA-002-1,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,A05,20585,LOPERAMIDE,Biomol International Inc.,9,1.26754E+12,20585/,20585/,20585/,20585/,20585/
46,IXMtest_A06_s1_w25EC7B0D2-812A-40EA-9EF1-852B03EF7D13.tif,IXMtest_A06_s1_w13139E5A6-DC5B-43A9-A647-A3BA99C99275.tif,IXMtest_A06_s1_w54B57787A-04D2-4210-AC89-EC7194A5715C.tif,IXMtest_A06_s1_w45E703BD0-B4EE-4D5A-95D5-B3088159CDFC.tif,IXMtest_A06_s1_w39301059C-323A-4BAE-AA0A-E802F27E13B8.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
47,IXMtest_A06_s2_w26967E37B-DA5E-413B-A07E-27DB686E91A9.tif,IXMtest_A06_s2_w1117A2E44-ED34-4F84-84CC-3AC8366D6B1E.tif,IXMtest_A06_s2_w5BFBEEFC5-BA8B-448A-9224-F307B03EECCE.tif,IXMtest_A06_s2_w4E48BE9FA-3D23-46F8-95B8-B45B53EEA6D6.tif,IXMtest_A06_s2_w37EBB874D-43F8-48AC-8312-D890B0873E2F.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
48,IXMtest_A06_s3_w26EF07834-A94B-4DF1-9168-F76F4CE4A439.tif,IXMtest_A06_s3_w1DD6E6943-58B4-4D8E-ACAD-40E4B86CA5AE.tif,IXMtest_A06_s3_w5F598C0CA-00F9-43B3-8698-A777FCC7145D.tif,IXMtest_A06_s3_w4DF384FF3-4A20-41EF-86A8-4BC2F8297F73.tif,IXMtest_A06_s3_w3E822F4BC-9CBF-491D-B7D5-A078F088235E.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
49,IXMtest_A06_s4_w2B15CDC21-53C4-4B7B-B879-053BF83BE391.tif,IXMtest_A06_s4_w1C678B5C1-F8CA-48E2-BA67-58C53F6768EF.tif,IXMtest_A06_s4_w5AD802082-57A6-4F78-BCB6-3425EFFD65FD.tif,IXMtest_A06_s4_w474D2C042-6775-4271-8437-C9DFE13D6A18.tif,IXMtest_A06_s4_w37D4ACB3E-A425-40E0-8BF6-39817448D55A.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
50,IXMtest_A06_s5_w21C762F33-B616-4FFC-899A-1D668AD8AAC0.tif,IXMtest_A06_s5_w16C7D4BA9-3BB6-445F-BA89-BB9DFB2D5C8D.tif,IXMtest_A06_s5_w5BDB07CA0-B410-4987-9111-8E455B1991CE.tif,IXMtest_A06_s5_w4D455DA12-913D-4E2F-BF33-388B166551D4.tif,IXMtest_A06_s5_w3757EA57C-CBDF-4F27-8E21-1AF010CFD707.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
51,IXMtest_A06_s6_w29B05889D-53D3-4A04-B7BD-3EBFF97DEA93.tif,IXMtest_A06_s6_w1F4367229-B0F6-4F68-ABB7-447597DD11F5.tif,IXMtest_A06_s6_w59E0CE603-22FE-4A73-83A0-976318616FD9.tif,IXMtest_A06_s6_w4B097371D-85FD-451A-86F7-B980BEC8E413.tif,IXMtest_A06_s6_w32BC0BC4B-2952-414E-B7EB-EF73899E84C1.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
52,IXMtest_A06_s7_w2D874188D-285E-4947-915D-73A6DA9B80E1.tif,IXMtest_A06_s7_w1A093468C-6B35-4E02-89E1-D43B29257C40.tif,IXMtest_A06_s7_w5F73394C8-C0BF-48B4-A13F-CB76BD34BB3D.tif,IXMtest_A06_s7_w47325485E-9BA6-4CF2-9993-036EA258F391.tif,IXMtest_A06_s7_w322AD34AB-A7D5-45A0-8F15-933A3F2DA0B7.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
53,IXMtest_A06_s8_w27FDDE679-A7B7-4026-A7C8-5DF3E9270366.tif,IXMtest_A06_s8_w12CC140FB-0985-4F31-89F5-232B8865EF16.tif,IXMtest_A06_s8_w5D3FF26EA-B1CE-4F30-9DA2-8DD621CFEFF1.tif,IXMtest_A06_s8_w4925FACA5-7A42-4CE1-BCAF-6C49DC8C595A.tif,IXMtest_A06_s8_w3C2456025-5B78-458B-9D1B-575FFC7852A2.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
54,IXMtest_A06_s9_w24E92FA65-4D10-4549-B73D-C47F4DE10C9F.tif,IXMtest_A06_s9_w1E27A5EAF-5F24-45ED-84E1-BB491777B850.tif,IXMtest_A06_s9_w5C399C07E-72A2-4318-A7F4-C2CD5ED42520.tif,IXMtest_A06_s9_w4AEB75CD5-6995-4117-9E59-9C58018FE7E7.tif,IXMtest_A06_s9_w3C85BBCA7-4CA7-4CE0-889E-6FBEB8033F06.tif,compound,BRD-K78815826-001-05-4,2.28064193,H-BIOA-002-1,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,A06,20585,Suxibuzone,Prestwick Chemical Inc.,9,1.26754E+12,20585/,20585/,20585/,20585/,20585/
55,IXMtest_A07_s1_w2941086A9-C947-4AA3-86D2-173E5F71E792.tif,IXMtest_A07_s1_w1CBAE8849-273C-4468-867F-2E4D0953B673.tif,IXMtest_A07_s1_w55D316E70-5ECA-4B1B-8852-5153CCD4A8C8.tif,IXMtest_A07_s1_w407A7ACEF-CB12-4F13-9065-3B15057B7970.tif,IXMtest_A07_s1_w3DD986AFE-9A09-4690-B1DF-39E40659E6AF.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
56,IXMtest_A07_s2_w2C6A88D52-0A6E-49FD-A630-85B585FDD4A2.tif,IXMtest_A07_s2_w106CECEB0-1E15-4F3E-BAD1-398584D74318.tif,IXMtest_A07_s2_w59EE4E321-25D8-41B5-9F0E-AB6620CAAEC8.tif,IXMtest_A07_s2_w4D87EC88F-7A1C-4CFA-8EE3-837282EF30CE.tif,IXMtest_A07_s2_w3CBB97107-1EF1-4923-91DF-CAE443B15927.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
57,IXMtest_A07_s3_w26CF63097-79E3-438E-9D27-BCE87CCE093F.tif,IXMtest_A07_s3_w1B81FBBA9-E133-4AB2-B75C-2796E6821C9C.tif,IXMtest_A07_s3_w57C82C9C1-9099-4729-8655-C0EA93735322.tif,IXMtest_A07_s3_w4FB196D33-737D-4008-A902-51B6CA6C49B2.tif,IXMtest_A07_s3_w361ADB785-8696-4501-A791-23B35F9FB6AE.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
58,IXMtest_A07_s4_w22DC6F26C-AB26-4192-B70F-9E271DA491CE.tif,IXMtest_A07_s4_w121C7D3AE-FFC9-4498-8D42-121B2BE9A408.tif,IXMtest_A07_s4_w5D0CA7D33-1201-474A-9ABE-2D04B661E7C9.tif,IXMtest_A07_s4_w4B919A155-2C22-48D7-8FE7-EB32BD4D2CDE.tif,IXMtest_A07_s4_w351D9F395-58F8-438A-A448-B054E2E3D3C0.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
59,IXMtest_A07_s5_w279B94B41-C049-47C1-BF5E-C649F10E2931.tif,IXMtest_A07_s5_w14A4F0AE9-2912-45DE-A31C-6514B829CA6C.tif,IXMtest_A07_s5_w56212735F-A024-45C7-B4F5-4A7BFB4EBF36.tif,IXMtest_A07_s5_w494B61C87-3376-4E58-8A53-B8A87118CD93.tif,IXMtest_A07_s5_w378D96098-6899-4E0F-A828-974A49FF6F02.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
60,IXMtest_A07_s6_w232A472D8-E564-42D0-ABB9-676250D38A76.tif,IXMtest_A07_s6_w1227F87FE-77A6-498D-B47A-0CA9491A09C8.tif,IXMtest_A07_s6_w584ED6CEB-A659-4CD6-B5BE-D8EFCA902CAB.tif,IXMtest_A07_s6_w49B6F4757-0693-404B-BC6B-11ED10161E17.tif,IXMtest_A07_s6_w3100AB76E-70BD-4C00-95F1-B5663A641112.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
61,IXMtest_A07_s7_w2CA97A8E8-843C-412D-9483-C847418BAE84.tif,IXMtest_A07_s7_w1ECA320C7-4C77-4360-B90D-F0CF43752477.tif,IXMtest_A07_s7_w58886EE11-7DCA-491A-BE8A-0E81E5F3F079.tif,IXMtest_A07_s7_w4627A5B31-4639-4DCA-8C0B-6E2420E43236.tif,IXMtest_A07_s7_w39D594902-C4E9-4A43-AD84-07F9C45B20BA.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
62,IXMtest_A07_s8_w291EC21C3-81E1-4168-B2B6-F6053643925B.tif,IXMtest_A07_s8_w1659E52C0-60C1-4C7C-8AC6-616D63C0232C.tif,IXMtest_A07_s8_w51DB1766B-7F13-4B7C-9A9E-CFD107EA69A6.tif,IXMtest_A07_s8_w44DFC5F65-FE09-4B00-B9C6-708580047E6D.tif,IXMtest_A07_s8_w3F1CD7AE5-8CD3-4378-81CB-80835FD79873.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
63,IXMtest_A07_s9_w2F00A9E9D-32BF-4D32-99EC-6F28E57C44DD.tif,IXMtest_A07_s9_w136453A88-8D7B-4847-A4F3-92825705BEAC.tif,IXMtest_A07_s9_w53394FDBA-0767-4790-A33B-639E1256BA51.tif,IXMtest_A07_s9_w4415C16C1-33C6-43F1-A97F-5CD5D2D3C850.tif,IXMtest_A07_s9_w30B173B84-75F3-4FF2-8FF0-06599FD97C94.tif,compound,BRD-K52662033-001-02-6,10.66838362,H-BIOA-002-1,CCN(CC)CC(=O)Nc1c(C)cccc1C,A07,20585,LIDOCAINE,Biomol International Inc.,9,1.26754E+12,20585/,20585/,20585/,20585/,20585/
64,IXMtest_A08_s1_w297B857C1-DBBB-4749-A3FE-C49F0A2A49C6.tif,IXMtest_A08_s1_w1E9F96FA5-12E0-4F74-9EA6-D91738F21EA0.tif,IXMtest_A08_s1_w58A3662BE-A621-439F-BC30-3501E84E1E43.tif,IXMtest_A08_s1_w490F3B06C-1B20-4754-A10B-9D5A03B2F249.tif,IXMtest_A08_s1_w3F5DF8C69-1694-462D-A790-7E578D15D7B1.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,1,1.26755E+12,20585/,20585/,20585/,20585/,20585/
65,IXMtest_A08_s2_w202FA98A4-D7D1-4F40-9BF8-76BAA1566F02.tif,IXMtest_A08_s2_w181A8130C-9226-4479-9B0F-CB2DDFEC76F5.tif,IXMtest_A08_s2_w5A89B6108-48C5-4685-9227-A3FDA1F4E09E.tif,IXMtest_A08_s2_w47B87ECAA-6F29-4E69-A6A6-8670A0DA93AD.tif,IXMtest_A08_s2_w30E99DFA2-2857-4C35-8ADA-E13F19E30BFA.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,2,1.26755E+12,20585/,20585/,20585/,20585/,20585/
66,IXMtest_A08_s3_w26569E814-AC12-4785-A849-540FA9B9F79D.tif,IXMtest_A08_s3_w18DAA3194-080A-40A1-9208-743890E08462.tif,IXMtest_A08_s3_w5118808FA-E72A-4882-88B9-882CAECB7CD4.tif,IXMtest_A08_s3_w4F19EED9D-F0D4-4BC0-AC0C-B4B5A8C757F4.tif,IXMtest_A08_s3_w323B2550D-9F74-47D7-B0DB-0877E855F9B5.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,3,1.26755E+12,20585/,20585/,20585/,20585/,20585/
67,IXMtest_A08_s4_w2AD85346F-5483-479A-9E7C-0E1681D576D3.tif,IXMtest_A08_s4_w1E1555AB7-CA14-4E52-AA3D-61ACD55CECF3.tif,IXMtest_A08_s4_w5266E7ECE-2F1E-4F8E-B06E-E4B3530FACDE.tif,IXMtest_A08_s4_w44FF54B74-5611-428D-AEAB-D4ED402F21CD.tif,IXMtest_A08_s4_w3A0A5A009-DA6D-44C4-8B68-4747DA820529.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,4,1.26755E+12,20585/,20585/,20585/,20585/,20585/
68,IXMtest_A08_s5_w203BF8E2D-A459-4A96-8A0F-11CB25FC1F73.tif,IXMtest_A08_s5_w16C1F1701-08B3-4CC8-A6F3-771C4AB6FAC2.tif,IXMtest_A08_s5_w52BB238E3-C64C-400D-8589-B274F5090C0C.tif,IXMtest_A08_s5_w4C9B27D82-F14D-4673-BE0E-5B0355D7613E.tif,IXMtest_A08_s5_w38415B81C-782B-48FD-99AD-2985133CB651.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,5,1.26755E+12,20585/,20585/,20585/,20585/,20585/
69,IXMtest_A08_s6_w20C9DDCB9-00CD-4B77-9EA3-17743990F245.tif,IXMtest_A08_s6_w1D7AC2235-3920-48CC-8441-742A5F69B334.tif,IXMtest_A08_s6_w519E49F66-D2EB-49EA-A5ED-419551F92152.tif,IXMtest_A08_s6_w4F63C63AD-CDDD-4E75-A1C2-C18C760AD6B1.tif,IXMtest_A08_s6_w33D2C8B3B-74FA-4C33-AA6A-536EA47D7969.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,6,1.26755E+12,20585/,20585/,20585/,20585/,20585/
70,IXMtest_A08_s7_w23944D05D-CA25-4B98-B242-78EAD2A0727B.tif,IXMtest_A08_s7_w1CAB3434E-4F4D-4A00-B503-C38984BC43E3.tif,IXMtest_A08_s7_w5B046307E-EA96-42AB-A1FF-026F818E8ADC.tif,IXMtest_A08_s7_w48CB089F8-97B8-4530-966A-A065CA28CAFC.tif,IXMtest_A08_s7_w35009486E-D2B2-4A9D-A3BC-A210DABE276F.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,7,1.26755E+12,20585/,20585/,20585/,20585/,20585/
71,IXMtest_A08_s8_w2E313FCEA-5AD9-4687-8CC3-87F3AF89D263.tif,IXMtest_A08_s8_w17CD81911-D3C5-443A-AEC6-4FCF64F4C06D.tif,IXMtest_A08_s8_w54884AEDE-F3BF-46BF-AA40-D8769277EC75.tif,IXMtest_A08_s8_w427A9B069-CB02-488E-9B19-9729960F1812.tif,IXMtest_A08_s8_w332C21B62-9210-4657-9DDA-69F91795BCE3.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,8,1.26755E+12,20585/,20585/,20585/,20585/,20585/
72,IXMtest_A08_s9_w222011BD2-99FB-4B7E-956B-64A30AC27738.tif,IXMtest_A08_s9_w1D4A1EB8C-BB45-419D-9816-113D8D534D0A.tif,IXMtest_A08_s9_w5652755F0-386C-44F9-9D67-359B4B56EBDB.tif,IXMtest_A08_s9_w4071F8CB7-FCDD-41EC-892A-69D113FED271.tif,IXMtest_A08_s9_w32EA7D27F-CDEF-489F-B75F-0C4296CEB70D.tif,compound,BRD-K97688263-003-04-1,2.807328813,H-BIOA-002-1,N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2,A08,20585,Benzamil hydrochloride,Prestwick Chemical Inc.,9,1.26755E+12,20585/,20585/,20585/,20585/,20585/
73,IXMtest_A09_s1_w2A3E3FC74-D502-4308-922D-66B95C68D61F.tif,IXMtest_A09_s1_w1DBB2749A-F3DE-4BF6-B14B-960E62F29548.tif,IXMtest_A09_s1_w5A2DF339E-4AD8-4C71-8657-E1942856D506.tif,IXMtest_A09_s1_w408B0E3A2-4675-4935-A650-0E9F38DA4549.tif,IXMtest_A09_s1_w30FD9F7F5-C794-4BB4-B365-CD3EF8EC59C9.tif,compound,BRD-K85383046-001-02-5,6.99832337,H-BIOA-002-1,C[C@]1(Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O)C3CCCC3,A09,20585,IAA-94,Biomol International Inc.,1,1.26755E+12,20585/,20585/,20585/,20585/,20585/
